iter	Logloss
242	0.396597726
243	0.3964315689
244	0.3963066272
245	0.3960803454
246	0.3959248335
247	0.3957836438
248	0.3956806929
249	0.3956685769
250	0.3955906284
251	0.3954290936
252	0.395265878
253	0.3951123971
254	0.3949611924
255	0.3948291072
256	0.394743805
257	0.3946516045
258	0.3945064227
259	0.3943362386
260	0.3941934031
261	0.394081838
262	0.3939610283
263	0.3938517743
264	0.3937021804
265	0.3934007514
266	0.3932579159
267	0.393163089
268	0.3930099584
269	0.3928880631
270	0.3927891393
271	0.3926845426
272	0.3925875797
273	0.3923727485
274	0.3922571564
275	0.3921357514
276	0.3920027207
277	0.39192036
278	0.3918236772
279	0.3917157889
280	0.3915408075
281	0.3914003881
282	0.3913239453
283	0.3911595041
284	0.3910709103
285	0.3908754087
286	0.390778866
287	0.3906600873
288	0.390544075
289	0.3903926952
290	0.3902908649
291	0.3901563635
292	0.3900513466
293	0.3899533682
294	0.3898432387
295	0.3896763813
296	0.3895674775
297	0.3893860178
298	0.3892910509
299	0.3892330273
300	0.3891509117
301	0.3890203672
302	0.3889111832
303	0.3887370422
304	0.3886470477
305	0.3885165733
306	0.3882827277
307	0.3881949744
308	0.388048427
309	0.3879140306
310	0.3878537308
311	0.3877698643
312	0.387678014
313	0.3875936573
314	0.3875278948
315	0.3874221775
316	0.38724506
317	0.3871512837
318	0.3870651762
319	0.386985897
320	0.3869105398
321	0.3867819212
322	0.3866936776
323	0.386589116
324	0.3864704773
325	0.3863853853
326	0.386271404
327	0.3860979983
328	0.3859927713
329	0.3858669892
330	0.3857480704
331	0.3856603521
332	0.3855951499
333	0.3854829194
334	0.3854138303
335	0.3851991042
336	0.3850823915
337	0.3849823121
338	0.3847341795
339	0.3845941803
340	0.3845044309
341	0.3843977332
342	0.3843003151
343	0.3841423871
344	0.3840569098
345	0.383964149
346	0.3838783216
347	0.3838035597
348	0.3836826449
349	0.3834241472
350	0.3832744833
351	0.383209141
352	0.3831081161
353	0.3830204678
354	0.3829225944
355	0.3828362417
356	0.3827100394
357	0.3826402499
358	0.3824224423
359	0.3823534932
360	0.3822926331
361	0.3821723837
362	0.3820633048
363	0.3819817495
364	0.3818488939
365	0.3817796297
366	0.3816816863
367	0.381409952
368	0.3813400925
369	0.3812835746
370	0.381221664
371	0.3810561372
372	0.3809344521
373	0.3808599353
374	0.3807954334
375	0.3806864596
376	0.3806578504
377	0.3805755248
378	0.3805281113
379	0.3804863007
380	0.3803815989
381	0.3803066619
382	0.3802003494
383	0.3801228211
384	0.3800287296
385	0.3798703463
386	0.3798098364
387	0.3797214878
388	0.379643014
389	0.3795107887
390	0.3794301088
391	0.3793630857
392	0.3792694845
393	0.3790559139
394	0.3789401467
395	0.3788753297
396	0.3787596326
397	0.3787185222
398	0.3786521995
399	0.3785563921
400	0.3784686738
401	0.3783254881
402	0.3782394505
403	0.3781265198
404	0.3779516083
405	0.3778826593
406	0.3777672773
407	0.3776539613
408	0.3775730013
409	0.3774883645
410	0.3773694457
411	0.3772832681
412	0.3770495276
413	0.3769868817
414	0.3768743361
415	0.3767943215
416	0.3767095447
417	0.3766505405
418	0.3765373646
419	0.3764396313
420	0.3763473257
421	0.3762622336
422	0.3761109589
423	0.3760199139
424	0.3757243329
425	0.3756110169
426	0.3755344691
427	0.3754527387
428	0.3753130197
429	0.3752406039
430	0.3751289687
431	0.375048499
432	0.3749707956
433	0.3748834274
434	0.3747359695
435	0.3746445744
436	0.3745316786
437	0.3744304436
438	0.3743424801
439	0.3742818302
440	0.3742367629
441	0.3741663781
442	0.3740963085
443	0.3739420223
444	0.3738662799
445	0.3738003773
446	0.3737154253
447	0.3736488224
448	0.3735663917
449	0.3734744012
450	0.3733997093
451	0.3733269434
452	0.3732640173
453	0.3731358189
454	0.3730515673
455	0.3728718935
456	0.372810088
457	0.3727303886
458	0.3725857672
459	0.3725249771
460	0.3724386595
461	0.3723512563
462	0.3722874198
463	0.3721278109
464	0.3720225139
465	0.3719325544
466	0.3718711691
467	0.3717588686
468	0.3716738466
469	0.3716202001
470	0.371530906
471	0.371395319
472	0.3713301168
473	0.3712564404
474	0.3711623839
475	0.3710928045
476	0.3710316993
477	0.3709903439
478	0.3709169827
479	0.3707056182
480	0.3706609362
481	0.3706093907
482	0.3705039536
483	0.3703493872
484	0.3702927292
485	0.3701801486
486	0.3701247863
487	0.3700699842
488	0.3699646872
489	0.369897524
490	0.3698053234
491	0.3697393508
492	0.3696328632
493	0.3695748395
494	0.3694002083
495	0.3693519544
496	0.3692840208
497	0.3691589741
498	0.3690944022
499	0.3690271689
500	0.3689768141
501	0.3689306613
502	0.3688602765
503	0.3687889813
504	0.368746015
505	0.3686697473
506	0.3685968763
507	0.3685426696
508	0.3684741057
509	0.3683821503
510	0.3682421511
511	0.3681906756
512	0.3681435073
513	0.3679986408
514	0.3679552893
515	0.3679065453
516	0.3678442495
517	0.3677578618
518	0.3676614242
519	0.3675811995
520	0.3675403343
521	0.3674974732
522	0.3674428462
523	0.3673358683
524	0.3672554336
525	0.3671884104
526	0.3671098316
527	0.3670304824
528	0.3669286871
529	0.3668795929
530	0.3667735255
531	0.3665573286
532	0.3664999353
533	0.3664363089
534	0.3662715875
535	0.366199732
536	0.3661206279
537	0.3660599429
538	0.3660179221
539	0.3657964027
540	0.36568967
541	0.3656424666
542	0.3654978102
543	0.3654393663
544	0.3653463953
545	0.3652479267
546	0.3651976068
547	0.3650444061
548	0.3649777682
549	0.3648858128
550	0.3648112259
551	0.3647322269
552	0.3646414621
553	0.3644927786
554	0.3644416883
555	0.3642319347
556	0.364133326
557	0.3640790142
558	0.3639508508
559	0.3638713616
560	0.3638495808
561	0.3637721926
562	0.3635462609
563	0.3634279725
564	0.3633572375
565	0.3632568079
566	0.3632220708
567	0.3631818009
568	0.3631400953
569	0.3630095157
570	0.3629479553
571	0.3629004719
572	0.3627796622
573	0.3627080868
574	0.3626499931
575	0.3625813592
576	0.3625314245
577	0.3624705645
578	0.3624154122
579	0.3623311606
580	0.362251076
581	0.3621291108
582	0.3620745538
583	0.3619622183
584	0.3619012182
585	0.3618602479
586	0.3618095429
587	0.3617239606
588	0.3616598789
589	0.3616001394
590	0.3615273034
591	0.361397039
592	0.3613149585
593	0.3612296914
594	0.3611589914
595	0.3611272307
596	0.3610803776
597	0.3609948303
598	0.3608906188
599	0.3608385481
600	0.3607842363
601	0.3607042568
602	0.36056909
603	0.3604984951
604	0.3604402263
605	0.3603744638
606	0.360227076
607	0.3601806781
608	0.3601165264
609	0.3600309441
610	0.359988223
611	0.3599096091
612	0.3597840021
613	0.3597073142
614	0.3596062543
615	0.3595478104
616	0.3595020778
617	0.3594610375
618	0.3593696774
619	0.3593077668
620	0.3592407086
621	0.3591370574
622	0.3590980131
623	0.3589948522
624	0.3589420111
625	0.3588537325
626	0.3588241778
627	0.358779986
628	0.3587501863
629	0.3587086208
630	0.3585994718
631	0.3585421835
632	0.35840355
633	0.3583066221
634	0.3582204095
635	0.3581574834
636	0.358077539
637	0.3579415318
638	0.3578192513
639	0.3577224985
640	0.3576690971
641	0.3575953507
642	0.357549443
643	0.3574824549
644	0.3574474026
645	0.3574040862
646	0.3573330361
647	0.3572545273
648	0.3571855082
649	0.3570803863
650	0.3570199464
651	0.3569839486
652	0.3569391265
653	0.3568905925
654	0.3568521085
655	0.3567685222
656	0.3566837803
657	0.3566046762
658	0.3565421353
659	0.3564536816
660	0.3563711809
661	0.3563002708
662	0.3562471846
663	0.3561919273
664	0.3561167802
665	0.3560681061
666	0.3559386472
667	0.3559036299
668	0.355828938
669	0.3557163924
670	0.3556320707
671	0.3555802101
672	0.3555095802
673	0.3554480198
674	0.3554209164
675	0.355353473
676	0.3553204517
677	0.3552120732
678	0.3551597573
679	0.35498306
680	0.3549296937
681	0.3548729656
682	0.3548253071
683	0.3547021512
684	0.354596399
685	0.3545407915
686	0.3544746088
687	0.3543065958
688	0.3542331295
689	0.3541831948
690	0.3540887182
691	0.3540603541
692	0.354003311
693	0.3539201098
694	0.3538064787
695	0.3536855289
696	0.3535773955
697	0.3535128937
698	0.3534106431
699	0.3533575569
700	0.3532599987
701	0.3532225302
702	0.3531686736
703	0.3530915305
704	0.3530166985
705	0.3529581846
706	0.352833628
707	0.3527298368
708	0.3526924383
709	0.3526151201
710	0.3525832543
711	0.3525284523
712	0.3523744111
713	0.3523390787
714	0.3522409952
715	0.3521801352
716	0.3521377992
717	0.352009811
718	0.3519357144
719	0.3518994015
720	0.3518760799
721	0.3518123134
722	0.3517751251
723	0.3516917489
724	0.3516415691
725	0.3515227904
726	0.3513995995
727	0.3513326464
728	0.351303477
729	0.3512323569
730	0.3511968493
731	0.3511742282
732	0.3511002366
733	0.3510260349
734	0.3509619883
735	0.3508762309
736	0.350779303
737	0.3506794337
738	0.3506186787
739	0.3505555775
740	0.3505085493
741	0.3504302506
742	0.3503574146
743	0.3502453242
744	0.3501326736
745	0.350060748
746	0.3500363059
747	0.3499842352
748	0.3499301335
749	0.3499003688
750	0.3497785436
751	0.3497029062
752	0.3495946327
753	0.3495307962
754	0.3495032025
755	0.3494445836
756	0.3493454496
757	0.3492594821
758	0.3491720439
759	0.3491289026
760	0.3490783026
761	0.3490519696
762	0.3489863472
763	0.3489250669
764	0.3488095098
765	0.3487737922
766	0.3487388449
767	0.3486496908
768	0.3485975501
769	0.348532593
770	0.348500272
771	0.3484271909
772	0.3483931541
773	0.3483351654
774	0.3482936699
775	0.3482344557
776	0.3482030101
777	0.3481499939
778	0.3481009697
779	0.347984117
780	0.3479305405
781	0.3478747229
782	0.347806089
783	0.3477609517
784	0.3477174953
785	0.3476772954
786	0.3475823635
787	0.3474838598
788	0.3474556359
789	0.3474425744
790	0.347417362
791	0.3473519497
792	0.3472630057
793	0.3472003948
794	0.3471679337
795	0.3471045174
796	0.3470645276
797	0.3469501611
798	0.3469139182
799	0.3468907718
800	0.3468020029
801	0.3466976514
802	0.3466385072
803	0.3466045054
804	0.3464934655
805	0.3464278081
806	0.3463769279
807	0.3463411752
808	0.3462887193
809	0.3462134671
810	0.3461609062
811	0.3461108314
812	0.3460021728
813	0.3459052799
814	0.3458783516
815	0.345850933
816	0.3457918939
817	0.3457231199
818	0.345697067
819	0.3456389733
820	0.3455973027
821	0.3455277584
822	0.3454101703
823	0.3452977997
824	0.3451957243
825	0.3451543339
826	0.3451027884
827	0.3449597077
828	0.3448825996
829	0.3448009042
830	0.344762035
831	0.3447128707
832	0.3446720756
833	0.3445864233
834	0.3445007709
835	0.3444719167
836	0.3443660594
837	0.3442541791
838	0.3442129988
839	0.344124335
840	0.3440749606
841	0.3440246757
842	0.3439963117
843	0.3439571273
844	0.343879634
845	0.3438556122
846	0.3437857176
847	0.3436925716
848	0.3436012815
849	0.3435477401
850	0.3434883507
851	0.3434274206
852	0.343324925
853	0.3432154959
854	0.3431684677
855	0.3430748664
856	0.3430308497
857	0.3429434815
858	0.3428770887
859	0.3428563585
860	0.3428205008
861	0.3427262342
862	0.3427099861
863	0.3426939832
864	0.3426512972
865	0.3426102919
866	0.3425055551
867	0.3424275366
868	0.3423733648
869	0.3422965719
870	0.3422832653
871	0.3422171877
872	0.3421452971
873	0.3420768383
874	0.3420485794
875	0.341979035
876	0.3419177547
877	0.3418844183
878	0.3418314721
879	0.3417339489
880	0.3416679063
881	0.3415846351
882	0.3415284674
883	0.3414884076
884	0.3414475774
885	0.3413574779
886	0.3412814904
887	0.3412414306
888	0.3411526617
889	0.3411004159
890	0.3410732075
891	0.3410413067
892	0.3409788358
893	0.3408996617
894	0.3408381013
895	0.3407968509
896	0.3407544099
897	0.3406814339
898	0.3405847861
899	0.3405329605
900	0.3405129306
901	0.3404329861
902	0.3403894596
903	0.3403524113
904	0.3403199153
905	0.3402818164
906	0.3402625569
907	0.3401766595
908	0.3401529178
909	0.3400758447
910	0.3399963904
911	0.3399608479
912	0.3399094425
913	0.3398491777
914	0.3397888079
915	0.3397272825
916	0.3396565475
917	0.339586723
918	0.3395047825
919	0.3394720063
920	0.3394158386
921	0.3393549435
922	0.3392726528
923	0.33923662
924	0.3391854247
925	0.3391208178
926	0.3390829291
927	0.3390589773
928	0.3389853009
929	0.338951264
930	0.338898633
931	0.3388417649
932	0.3387910599
933	0.3387392343
934	0.3386755378
935	0.3385542029
936	0.3385266442
937	0.338461477
938	0.3383847541
939	0.3383691714
940	0.3382964405
941	0.338230713
942	0.3381441503
943	0.3380623498
944	0.3380083181
945	0.3379670328
946	0.337943256
947	0.3378629963
948	0.3378249676
949	0.3377844175
950	0.3377455833
951	0.3377061889
952	0.3376676348
953	0.3376472898
954	0.3376035532
955	0.3375366701
956	0.3375072206
957	0.337439287
958	0.3373758707
959	0.3373465612
960	0.3372905335
961	0.337267247
962	0.3372068772
963	0.3371140463
964	0.3370441868
965	0.3369592348
966	0.3368891652
967	0.336836184
968	0.3367973849
969	0.3367093514
970	0.3366525183
971	0.3365399377
972	0.3363981876
973	0.336324161
974	0.3362157475
975	0.3361752675
976	0.3360968287
977	0.3360619165
978	0.3360506409
979	0.3359784002
980	0.3358962496
981	0.3358415526
982	0.3358064653
983	0.3357757551
984	0.3357263457
985	0.3357001877
986	0.3356559609
987	0.335550839
988	0.3354971224
989	0.3354008949
990	0.335330335
991	0.3352612109
992	0.3351758737
993	0.3351049637
994	0.3350365399
995	0.3349831035
996	0.3349530936
997	0.334880958
998	0.3347848005
999	0.3347182676
